Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	MiniXist_R1	MiniXist_R2	DelB_MiniXist_R1	DelB_MiniXis_R2	739D12_R1	739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2
chr11	65788296	65788297	Map2k4	0.044140776	0.000907334	0.061750461	0	0.0334	0.051	0	0	0	0	0	0	0	0	0.036151133	0.04862586
chr11	65807243	65807244	Zkscan6	0.035627736	0.0925755	0	0	0	0.0396	0.2565	0.0545	0	0	0.027434918	0	0	0	0	0.029419001
chr11	66526125	66526126	Shisa6	1	1	0.064705264	0.030383593	0.0657	0.0103	0	0.2214	0	0.0802	0.021608429	0.017216888	0.065618746	0.039066325	0	0
chr11	66911990	66911991	Pirt	0	0.879059741	0.369135895	0.049840818	0	0	0.151	0	0	0	0.770966831	1	0	0	0	0
chr11	66947085	66947086	Gm12298	0.836836359	0.816252364	0.334606785	0.455947043	0	0	0.1599	0.1073	0	0.4335	1	1	0.008419812	0	0	0.062535764
chr11	67025153	67025154	Tmem220	0	0	0	0	0.3156	0	0.2044	0.0163	0	0.1088	0.812381002	0.627896906	0	0	0.068684899	0
chr11	67052617	67052618	Adprm	0.034674142	0.052812266	0	0	0.0156	0.2125	0	0	0	0.0491	0.011256581	0	0.069997874	0.099561815	0	0
chr11	67052669	67052670	Sco1	0.026905111	0.042985436	0	0	0	0	0.033	0	0	0	0.210205287	0.211326588	0.184071228	0.063479024	0	0
chr11	67532997	67532998	Gas7	0	0.14604233	0.058278804	0.218661238	0	0.1276	0.4328	0.3645	0	0	0.187606738	0	0.288386974	0.242184651	0	0
chr11	67922152	67922153	Usp43	0.020303622	0.034650045	0.226253773	0.113083832	0.0647	0.1543	0	0.0624	0	0.0651	0	0.020544426	0	0	0.022253436	0
chr11	67966482	67966483	Stx8	0.042549582	0.043395626	0	0	0.0105	0.0158	0	0.0343	0.0225	0.0364	0	0	0	0	0.130525057	0.189876465
chr11	68386825	68386826	Ntn1	0	0.056622209	0.052980376	0.16027538	0	0.2922	0.0894	0.1225	0	0	0.00432441	0	0.011221334	0	0.085744597	0.05766309
chr11	68432124	68432125	Pik3r5	0	0.009500104	0	0	0.0304	0	0	0.2742	0	0	0.721997513	0	0	0	0.162733356	0
chr11	68691914	68691915	Myh10	0.02492694	0	0.06023334	0.042183031	0.0653	0.0963	0.1846	0.0815	0	0.0007	0	0	0.070855016	0.008791008	0	0
chr11	68853130	68853131	Ndel1	0	0	0.03959954	0	0.0004	0.1281	0.2308	0.0083	0.039	0.0853	0.029611932	0	0.086576007	0.045315273	0.040340034	0
chr11	68956857	68956858	Arhgef15	0.14413911	0	0	0	1	0.7559	0.3127	0.1108	0	0	0	0.21710641	0.244775949	0.282174308	0	0
chr11	68975184	68975185	Rangrf	0	0.023785477	0	0	0.4469	0.6297	0	0.1908	0	0	0	0	0.21199604	0.206534012	0.019418993	0
chr11	69008459	69008460	Pfas	0	0	0.024705137	0.031338687	0.091	0.0589	0.0683	0.0583	0.0416	0.0162	0	0	0	0	0.066458769	0.035701845
chr11	69015910	69015911	Ctc1	0	0.004175533	0.025190556	0.181111604	0	0.0531	0.0942	0.0474	0	0	0.371195839	0.432682467	0	0	0	0.032745338
chr11	69045642	69045643	Aurkb	0	0	0.060443023	0.054713237	0.0286	0.1703	0.0273	0.013	0	0.0192	0	0	0	0.034924232	0.085852359	0.056623893
chr11	69059774	69059775	2310047M10Rik	0	0	0.747542215	0.117417503	0.026	0.3663	0	0.1188	0	0	0	1	0	0	0	0.128546735
chr11	69070808	69070809	Tmem107	0	0.441032306	0.080049163	0	0	0.4289	0	0	0.0837	0	0.213444741	1	0	0	0	0
chr11	69088527	69088528	Vamp2	0.313543051	0	0.402126837	0.822430472	0	0.1008	0	0	0	0	0	0	0	0	0.015904647	0
chr11	69098955	69098956	Per1	0.013903289	0.060743968	0	0.035672297	0.2282	0.0371	0.2897	0.4017	0.0118	0.0313	0	0	0.052897743	0.155469789	0.013369878	0
chr11	69126376	69126377	Aloxe3	0	0	0.305056826	0.285617969	0.491	0	0	0.1159	0	0	0.434245683	0.474456491	0	0	0	0
chr11	69323872	69323873	Cntrob	0	0	0.126611056	0	0.2224	0.1929	0.1159	0.2407	0	0	0.766238574	0.33630396	0.135898291	0.034453216	0.043746632	0.051714661
chr11	69323985	69323986	Trappc1	0	0	0	0	0.0975	0.7668	0	0	0	0.0211	1	1	0	0.543006912	0	0
chr11	69326257	69326258	Kcnab3	0	0	0	0	0	0.0724	1	0.752	0	0	0	0	0	0	0.029690683	0
chr11	69369425	69369426	Chd3	0.153827611	0.20863521	0	0.113756105	0	0.1469	0.0453	0.4467	0	0.1546	0.949618722	0.623893417	0.346084241	0.859024372	0.198485039	0.168834078
chr11	69395345	69395346	Cyb5d1	0	0.119707323	0.171757642	0	0.3816	0.2707	0	0	0	0	0.220216756	0.887500283	0.089299985	0	0	0
chr11	69395790	69395791	Naa38	0	0	0.863157058	0.799863265	0.0552	1	0.4111	0	0.0658	0	1	1	0.221206415	0.204577007	0	0
chr11	69398233	69398234	Tmem88	0	0.087034475	0.016486254	0	0.0172	0.1563	0.1263	0.1614	0.0446	0	0	1	0.376765804	0.229271188	0.053432171	0
chr11	69413674	69413675	Kdm6b	0	0	0.043419759	0.799596629	0.572	0.492	0.0575	0.0334	0	0	0.952810616	0.115136275	0	0	0.114277884	0.450508098
chr11	69549107	69549108	Dnah2	0.385856217	0.023348469	0.036052483	0.319955608	0.2272	0.1743	0.4991	0.4007	0	0	0	0	0.652649759	0.321679414	0.021785573	0.06554544
chr11	69579323	69579324	Wrap53	0	0	0.309094638	0.43785846	0	0	0.297	0.2379	0	0	0	0.182241906	0.013613791	0.074004941	0.020807111	0
chr11	69580358	69580359	Trp53	0	0	0	0	0	0	0.1406	0.208	0	0	0	0.152879864	0.107886428	0.074870137	0	0
chr11	69605959	69605960	Atp1b2	0	0	0.391918995	0.497588414	0	0.0243	0.0737	0.4609	0	0	1	0.70926513	0.198107547	0.405812098	0	0.07261269
chr11	69622108	69622109	Sat2	0.45359638	0	0	0	0.3577	0.9957	0.9988	0.3361	0	0.0802	0	0	0	0	0	0
chr11	69632970	69632971	Fxr2	0	0	0.476077696	0.332700424	0.0733	0.2162	0.2951	0.299	0	0	0.105246692	0.396521927	0	0	0	0.014998703
chr11	69655036	69655037	Sox15	0.177920277	0.080749207	0.230275856	0	0.3442	0	0.0781	0.2421	0.1264	0	1	1	0	0	0	0
chr11	69662641	69662642	Mpdu1	0.082744278	0.064030287	0	0	0.1134	0.1128	0.2825	0.2096	0	0.0672	0.435995232	0.017984343	0	0.075314407	0	0
chr11	69666169	69666170	Cd68	0.1731495	0.199732588	0	0.193658027	0.0613	0.1781	0.4433	0.6651	0.2575	0.051	1	0	0.411617119	0	0.269500744	0.123278129
chr11	69672422	69672423	Eif4a1	0.035973616	0.032296702	0	0	0	0.2829	0	0	0	0.1028	1	1	0.02715707	0.185465603	0.001484094	0
chr11	69682083	69682084	Senp3	0.154542452	0.149861043	0.007517137	0.010607116	0.1089	0.2051	0.2695	0.1459	0.0759	0.2168	0.871730258	0	0	0	0	0.036309681
chr11	69758632	69758633	Polr2a	0.03357116	0.222428412	0	0.038658163	0.0174	0.0314	0.1496	0.0728	0	0	0.299143153	0	0	0	0	0
chr11	69765911	69765912	Zbtb4	0.17590584	0.008624997	0	0	0	0	0.3273	0.2754	0	0	0	0.408569564	0.19843466	0.214302256	0	0.082807231
chr11	69795936	69795937	Chrnb1	0	0.136366185	0.971922811	0.772488211	0.0283	0.824	0	0.447	0	0	0	0	0	0	0.118694309	0
chr11	69801715	69801716	Fgf11	0	0.287927643	0	0	1	0.3031	0.7877	1	0	0	1	1	0	0	0	0
chr11	69805623	69805624	Tmem102	0.715994887	0.143276403	0	0.258623947	0.7391	0	0	0	0.0481	0.1379	1	0.13832473	0.01644018	0	0	0
chr11	69834848	69834849	Nlgn2	0.330964331	0.102835529	0.386871907	0.051784297	0.2405	0	0.6056	0.4326	0	0.1018	0	0	0.103622633	0	0	0
chr11	69838524	69838525	Tmem256	0	0	0.959775055	1	0.6864	0	0.2237	0	0	0.0654	0	0	0	0	0.33888501	0
chr11	69846371	69846372	Plscr3	0	0	0.271955071	0	0.0951	0	0.2046	0.4955	0.0111	0.0155	0	0.492864969	0	0	0.092691022	0.076452874
chr11	69858729	69858730	Tnk1	0.236109033	0.201678632	0.265789338	0.648165371	0.3035	0.5878	0.2218	0.6247	0	0.0839	0	0	0.024631132	0.026889187	0.179758103	0
chr11	69880984	69880985	Kctd11	0.024274616	0	0.225208715	0.681734881	0.4232	0.033	0	1	0	0	0	0.416762531	0	0	0	0
chr11	69895538	69895539	Acap1	0.38624239	0.445715468	1	1	0.0182	0.3785	0.3123	0.4062	0.0403	0.1626	0.719613602	1	0.354072276	0.30313604	0.213337273	0.57785958
chr11	69900985	69900986	2810408A11Rik	0	0	0.569972233	0.427199912	0.2702	0	0.0986	0.5884	0	0.2944	0	0	0.036131061	0	0	0
chr11	69901815	69901816	Neurl4	0.0515424	0	0.041785528	0.148011455	0.5821	0.1672	0.1045	0.1307	0.1713	0.076	0	0	0.013685499	0.01291551	0	0
chr11	69914191	69914192	Gps2	0	0	0.663123731	0.240689881	0.9051	0	0.1574	0.379	0	0.1071	1	1	0	0	0	0
chr11	69921957	69921958	Eif5a	0.058291284	0.189832455	0.026430337	0.005166255	0.0733	0.0304	0.1577	0.0989	0	0	0.580042617	0.453883513	0	0.057955232	0.082527324	0
chr11	69935898	69935899	Ybx2	0	0.004554846	0	0	0.127	0.1766	0.2308	0.1846	0	0	1	1	0	0	0	0
chr11	69948189	69948190	Slc2a4	0.084618425	0.014571747	0.879116709	0	0	0	0.6537	1	0	0	0.063479652	0	0	0	0	0.037904064
chr11	69964778	69964779	Cldn7	0	0	0	0	0.1404	0.1367	0	0.0039	0.0848	0	0.793342	0.585742087	0.056762081	0	0.032341005	0
chr11	69981167	69981168	Ctdnep1	0.016300125	0	0	0	0.2923	0	0	0.2687	0.0038	0	0	0	0	0	0.150030873	0.189425119
chr11	69981234	69981235	Elp5	0	0.056194496	0	0.029081531	0	0.0744	0.1377	0.132	0	0	0	0	0	0.01036687	0.056561157	0.006707164
chr11	69991369	69991370	Gabarap	0.050982945	0.071458948	0.027748534	0	0.1241	0.019	0.2084	0.0415	0	0.0854	0	0	0.043202995	0	0.041219364	0
chr11	69995765	69995766	Phf23	0	0.010158625	0	0	0	0	0	0.0501	0	0	0	0	0	0	0	0
chr11	70000625	70000626	Dvl2	0.024793865	0	0	0	0.3112	0.1472	0	0	0	0.0574	0	0	0	0	0	0
chr11	70015427	70015428	Acadvl	0.322755481	0.189533222	0	0	0.624	0.329	0.1146	0.4248	0.2387	0	0	0	0.19320017	0.102090156	0.139584019	0
chr11	70018604	70018605	Dlg4	0.038356136	0	0	0.046715839	0.393	0	0	0.2489	0	0.3735	0	0.264471821	0	0	0.177449942	0.170060279
chr11	70220993	70220994	Slc16a13	0	0	0.965166425	0.757384168	0.162	0	0.8514	0.7989	0	0	0	0	0	0.087453239	0.092268153	0
chr11	70229797	70229798	Bcl6b	0.24018734	0	0	0	0.1459	0.9033	0.2692	0.0191	0	0	0	0	0	0	0	0
chr11	70237913	70237914	0610010K14Rik	0	0.047111023	0	0	0.0401	0	0.3532	0.0294	0	0	0.571551912	0.494781335	0.026527266	0	0	0.023992887
chr11	70239851	70239852	Rnasek	0	0	0.36219801	0.322370968	0.0733	0	0.6194	0.8254	0.3343	0.5264	0.901944811	0	0	0	0.013204684	0
chr11	70255340	70255341	Alox12	0	0.254931752	0	0	0	0.6608	0	0.7134	0.0962	1	1	0	0	0.046228009	0	0.043044507
chr11	70410030	70410031	Pelp1	0	0	0	0.031513782	0.131	0	0.0244	0.0975	0	0.0044	0.147553203	0.09776101	0.077268124	0	0.026681254	0.00907492
chr11	70432579	70432580	Arrb2	0	0	0	0	0	0.0297	0.0567	0	0.1216	0	0.460095137	0	0.036361009	0.018811277	0.040883105	0
chr11	70451930	70451931	Med11	0.017057881	0	0	0	0	0.2109	0	0.1239	0	0.1031	0	0	0	0	0	0
chr11	70459983	70459984	Cxcl16	0.264673801	0.085081699	0.289260172	0	0.1932	0.165	0.3007	0.179	0	0	0.029878449	0	0	0	0	0
chr11	70525356	70525357	Psmb6	0	0.047933121	0.066775733	0.205592156	0.0965	0	0.1239	0.0716	0.0666	0	0.181830181	0.25793079	0.03569481	0	0	0
chr11	70540163	70540164	Pld2	0.058405672	0	0	0	0.0971	0.2108	0.2763	0.1542	0	0	0	0.577084832	0.543370801	0.33754804	0	0.01141747
chr11	70562880	70562881	Mink1	0.08632898	0.036902255	0.209893306	0.28808771	0.0264	0.0359	0.1769	0.0975	0.1045	0.0664	0.378977123	0.194433897	0	0	0.036326471	0
chr11	70647038	70647039	Slc25a11	0.100998529	0	0.437376571	0.252320775	0	0	0.0941	0	0.0994	0.3085	0	0	0	0	0.053886594	0
chr11	70647588	70647589	Rnf167	0	0	0	0	0	0	0	0	0	0	0.113147105	0.113651967	0	0	0.018138353	0.041535776
chr11	70654649	70654650	Pfn1	0	0.088797109	0	0	0	0	0.1202	0.1471	0	0.265	0.198993862	0	0	0	0.021109701	0.013958158
chr11	70657175	70657176	Eno3	0	0	0	0.080168934	0.1005	1	0.5376	0	0	0	0	0	0.109159449	0	0	0
chr11	70669415	70669416	Spag7	0.065683091	0.004954723	0	0	0	0	0	0	0.045	0	0.192093383	0.151447189	0.03366124	0.058911127	0	0.055152528
chr11	70688104	70688105	Camta2	0	0	0	0.494209478	0	0.6051	0	0	0	0	0	0	0	0.066569211	0.098255086	0.057386355
chr11	70700154	70700155	Inca1	0.111277329	0	0.533908972	0	0	0	0.6729	0.0605	0	0	0	0	0.219714843	0	0	0.09972039
chr11	70700547	70700548	Kif1c	0	0	0	0	0.126	0.3393	0.1331	0.1127	0.2016	0.2156	0	0.001815892	0.029185287	0	0.067357294	0
chr11	70764446	70764447	Zfp3	0.160545912	0.123967725	0	0	0.1344	0.1775	0	0.0979	0.1738	0	0.283364705	0	0.16788046	0.054925994	0.050068985	0.051765267
chr11	70844760	70844761	Rabep1	0.073775836	0.017882356	0.137672142	0.101056954	0.0283	0	0.027	0	0	0	0	0.08241517	0	0	0	0.108489014
chr11	70969972	70969973	Nup88	0.044104176	0.016755362	0.124816881	0	0.0676	0.2638	0.0703	0.0893	0.0283	0	0.408555147	0.268259657	0	0	0.011257964	0.062265759
chr11	70970199	70970200	Rpain	0	0	0.181774815	0.064075578	0	0.0778	0	0	0.0619	0	0.778638141	0.60724857	0	0	0	0
chr11	70983025	70983026	C1qbp	0	0.067221513	0.006051413	0.141107248	0.0355	0	0.0461	0.123	0	0.0164	0.0517559	0	0	0	0	0
chr11	71004431	71004432	Dhx33	0.031872207	0.156547656	0	0	0	0.0576	0.1257	0.0877	0	0	0.063823373	0	0	0	0	0.000603145
chr11	71019610	71019611	Mis12	0.104678519	0.043180286	0	0	0.0585	0	0.1973	0	0.0623	0.0175	0	0	0.005494975	0	0.048744992	0.087151752
chr11	71019840	71019841	Derl2	0	0	0	0.132492269	0	0.0447	0.0156	0	0	0.0106	0.256443047	0.462899601	0.047498144	0	0	0.036419898
chr11	71750702	71750703	Wscd1	0	0	0	0.174614441	0.2023	0	0.1755	0.1504	0.0235	0.1096	1	0.17577924	0.007254759	0.079843186	0	0.005021844
chr11	72042501	72042502	Fam64a	0	0.088499272	0.119682022	0	0.262	0.217	0.0778	0.0813	0.007	0	0	0	0	0	0	0
chr11	72135888	72135889	Pitpnm3	0	0	0	0	0	0	0.7554	0.9554	0.5579	0	0	0	0	0.284229784	0	0
chr11	72203370	72203371	4933427D14Rik	0.56890098	0.451891597	0	1	0	0	0.3783	0	0.6907	0.1199	0.287623151	0.547240419	0.571627429	0.324816077	1	1
chr11	72215137	72215138	4930563E22Rik	0	0	0	1	1	0.8987	0	0.193	1	1	0	0	1	0.760804654	0	0
chr11	72266603	72266604	Slc13a5	1	1	1	1	0.2368	0	0.5994	0.0625	0.0088	0.1187	1	1	0.264611789	0	0.559754155	0.242971736
chr11	72362441	72362442	Tekt1	0	0	0	0	0.1838	0.3308	0	0.3014	0.1227	0	0	0.416406962	0	0.174562922	0.381870031	0
chr11	72411712	72411713	Smtnl2	0.02997269	0.012796732	0	0.17888733	0	0	0.1846	0.1087	0	0	0	0	0	0	0	0
chr11	72441377	72441378	Mybbp1a	0	0	0.090862729	0.066395215	0.0937	0	0	0	0.0358	0.0912	0	0	0	0.008602593	0.014943249	0.093641621
chr11	72489919	72489920	Spns2	0.309322939	0.482528571	0.933247545	0	1	0.5993	0.2944	0	0.0999	0.1495	1	0	3.27E-05	0.108427845	0.624798922	0.48088415
chr11	72607260	72607261	Ube2g1	0	0	0.085585231	0.296512887	0	0	0.0963	0.0285	0.0261	0	0.169566914	0.178246943	0	0	0	0.02681022
chr11	72690001	72690002	Ankfy1	0	0	0	0.085303322	0.1015	0	0.0586	0	0.0454	0	0	0	0	0	0	0.009105872
chr11	72795838	72795839	Cyb5d2	0	0	0	0	0.5989	0	0.4598	0.0626	0.5637	0	0.716876792	0	0	0.036459838	0	0
chr11	72796225	72796226	Zzef1	0	0	0	0.011016839	0	0	0.0055	0	0	0	0.113211648	0	0.220450176	0	0	0
chr11	72961168	72961169	Atp2a3	0.433324061	0.191268167	0	0	0.1926	0.2305	0	0	0	0	0	0	0	0.093603589	0	0
chr11	73019007	73019008	Camkk1	0	0	0	1	0.056	1	0.4791	0	1	0	0.99998882	1	0	0	0	0
chr11	73047866	73047867	1200014J11Rik	0	0	0	0	0.7599	0	0.351	0.1031	0.0574	0.0928	0.440847532	0	0.061802648	0	0.300737486	0.724457091
chr11	73090594	73090595	Itgae	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.06831927	0
chr11	73138293	73138294	Gsg2	0.15617412	0.291009858	0	0	0.0632	0	0	0	0	0	0	0	0	0.043198224	0.107495959	0.065553125
chr11	73177041	73177042	Emc6	0	0	0	0	0.3203	0.6563	0	0	0	0	1	1	0	0	0	0
chr11	73199018	73199019	Ctns	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
chr11	73199481	73199482	Shpk	0	0	1	1	0	0	0.7213	0.4858	0	0	0.315178751	0.613790328	0	0	0	0.372240188
chr11	74590157	74590158	Rap1gap2	0	0	0.097632415	0.003489784	0.1531	0	0.2075	0.2068	0.0248	0.0336	0	0	0	0	0	0
chr11	74619604	74619605	E130309D14Rik	0	0	0	0	0	0.0229	0	0	0	0.0159	0.4616987	0.654297254	0.035855972	0.004105157	0	0
chr11	74649494	74649495	Cluh	0.04514302	0.033507957	0	0.360177962	0	0.0333	0.0104	0.1233	0	0.0443	0	0	0	0	0	0
chr11	74724383	74724384	Pafah1b1	0.02294941	0.049292363	0	0	0	0.023	0	0	0.0367	0.0482	0.001868874	0	0	0.036808443	0.130009193	0.073478595
chr11	74770862	74770863	Mettl16	0	0.006826519	0	0.032730302	0.0319	0	0	0.0821	0.0012	0	0	0	0	0	0.129020098	0.077925811
chr11	74830923	74830924	Mnt	0	0	0	0	0	0.0299	0	0	0	0.052	0.131598481	0	0	0	0	0
chr11	74897079	74897080	Sgsm2	0	0	0	0.019157725	0	0.0231	0	0	0.2506	0.2193	0	0	0	0	0.20729181	0.087755583
chr11	74898079	74898080	Tsr1	0	0	0.016579781	0	0.0912	0.0767	0	0	0	0	0	0	0.043706771	0.063114029	0.030211419	0.005996765
chr11	74925797	74925798	Srr	0.120705062	0.060062455	0	0.19498023	0.0784	0	0.0958	0.4247	0.0846	0	0	0	0.140106929	0.010658558	0.236670285	0.020990243
chr11	74925871	74925872	Smg6	0.009106442	0	0.1075624	0	0	0.1092	0	0	0	0.005	0	0	0.19313411	0.139794111	0.021548306	0
chr11	75178807	75178808	Ovca2	0.833960654	0.16115456	0.16336077	0.022697043	0.2197	0.2292	0.3804	0.2425	0	0	0	1	0	0	0.107571235	0.031770908
chr11	75190482	75190483	Dph1	0	0.022691923	0	0	0.0493	0.1182	0.0259	0.1575	0	0.0177	0.764210262	0.525950598	0	0	0.078279925	0.098719341
chr11	75193992	75193993	Rtn4rl1	0.098655115	0.19906773	0	0	0.1466	0.1622	0.4388	0.3547	0.1344	0.1036	0	0	0	0	0.058516204	0.063588262
chr11	75348382	75348383	Rpa1	0	0	0.043631096	0.054075588	0.1496	0.1077	0.0961	0.0861	0	0	0	0	0	0	0	0.070749303
chr11	75348432	75348433	Smyd4	0	0.110640513	0.036150274	0.097278109	0	0	0.066	0	0.2438	0.0262	0	0	0	0.02941051	0.084998153	0.014809668
chr11	75454716	75454717	Wdr81	0.193711009	0.062773751	0	0	0.1433	0.1194	0.1157	0.0455	0.0029	0.107	0	0	0	0	0.119639353	0.08090106
chr11	75461538	75461539	Mir22hg	0	0	0	0	0.0217	0.0489	0.3486	0	0.0481	0.1147	0	0.038992985	0.07824033	0	0.138919023	0.009927839
chr11	75468049	75468050	Tlcd2	0.291109825	0	1	0.938980738	0.6868	0.5564	0.8254	0	0	0	0	0	0.343079586	0.068542726	0.100689643	0.090506315
chr11	75486776	75486777	Prpf8	0	0	0.036480837	0	0.0602	0.1097	0.0846	0.0255	0.0133	0.0243	0	0	0	0	0.002539119	0
chr11	75531693	75531694	Slc43a2	0.030360463	0	0.075284467	0.147152574	0.1048	0.0655	0.2643	0.0706	0.2377	0.1788	0	0.161018786	0	0	0.076246268	0
chr11	75588107	75588108	Pitpna	0	0	0	0	0.0629	0.429	0.1519	0.2112	0	0.0357	0.118925052	0.08933123	0	0	0.115206111	0.26505298
chr11	75631019	75631020	Inpp5k	0	0.030021843	0	0	0	0	0.1356	0	0	0.0438	0.096198015	0	0.036794505	0	0.136917967	0.11769009
chr11	75651508	75651509	Myo1c	0.288985021	0.125100879	0.026430758	0.094798715	0.0602	0.0114	0.1039	0.0384	0	0	0	0	0	0	0	0
chr11	75679258	75679259	Crk	0.062047107	0	0	0	0	0	0.0092	0.0182	0	0	0.026300388	0	0	0.049604864	0	0
chr11	75732886	75732887	Ywhae	0	0	0.019642983	0	0.0311	0	0.0798	0	0.076	0.1119	0.046149308	0.030936552	0	0	0.029927448	0.034179929
chr11	75925890	75925891	Rph3al	0.058508431	0	0	0.100832543	0.2311	0	0.1407	0.2234	0.0491	0	0	0	0.163225732	0.302044511	0	0
chr11	76027781	76027782	Fam101b	0.173650414	0	0	0	0.0952	0.0577	0.1138	0.3594	0	0	0.490357675	0.044394231	0	0	0.204265868	0.060620235
chr11	76179629	76179630	Vps53	0.477750287	0.665424714	0	0	0	0	0	0	0	0.1338	0	0.047891736	0	0	0.283678884	0.184395689
chr11	76202055	76202056	Fam57a	0.164758551	0.327839096	0.385031596	0.281428979	0.1196	0	0.315	0.8181	0.2621	0	0	0	0	0	0	0
chr11	76217571	76217572	Gemin4	0	0.093201605	0.063230093	0.116826656	0	0.1013	0.0515	0.2283	0	0	0.208084024	0.94723485	0	0	0	0
chr11	76243698	76243699	Glod4	0.014006207	0.072588755	0.244542555	0	0.0161	0.3238	0.1572	0	0	0	0.6664115	0.107738236	0	0	0	0.019207736
chr11	76243735	76243736	Rnmtl1	0.194519118	0.124238609	0	0	0.021	0	0.0382	0.0691	0	0	0.042099868	0.549730569	0	0	0.085435437	0.111579092
chr11	76399140	76399141	Nxn	0	0.032898699	0	0	0.155	0.3342	0.0858	0.0716	0	0	0.194953743	0.110279044	0	0	0	0
chr11	76406924	76406925	Timm22	0.103271382	0.049902252	0	0	0.1826	0.3702	0.2039	0.1362	0	0	0	0	0	0	0	0
chr11	76577738	76577739	Abr	0.096393368	0.114591123	0	0	0.3394	0.2979	0.0766	0.2278	0	0	0	0	0	0	0.088024545	0.063763782
chr11	76763554	76763555	Gosr1	0	0.022644898	0.008225532	0.04177306	0	0.2684	0.075	0.0957	0	0	0.092763759	0.051948643	0	0	0	0
chr11	76847007	76847008	Cpd	0.079620172	0.036833817	0.138526961	0.173811576	0.1156	0	0.0315	0.015	0.0487	0.0727	0	0	0	0	0.399831915	0.160678417
chr11	76945655	76945656	Blmh	0	0.05125224	0.124281291	0	0	0.0105	0.0194	0	0.1044	0.092	0	0	0.028884422	0.0184097	0.006053665	0
chr11	77078436	77078437	Ccdc55	0.077220356	0.196852522	0.028009553	0	0.1925	0.2401	0.1741	0.0586	0	0.066	0	0.023350465	0	0	0	0
chr11	77216424	77216425	Ssh2	0	0	0	0	0.1797	0.577	0	0.1421	0.0369	0	0	0	0.049454174	0.034139636	0	0
chr11	77489677	77489678	Ankrd13b	0	0	0.257247561	0.145609054	0.0718	0	0	0.14	0	0.2415	0	0.581992069	0	0	0	0
chr11	77493411	77493412	Git1	0.148732558	0.169666512	0	0.097276133	0	0.114	0	0	0.0661	0.0779	0.107983149	0	0	0	0.128043358	0.064875276
chr11	77513272	77513273	Trp53i13	0	0	0	0	0.2361	0.4186	0.4771	0.748	0.5706	0.7573	1	1	0	0	0	0.036254051
chr11	77607814	77607815	Taok1	0.081195425	0.072404363	0.157289666	0.059418308	0.0123	0.0696	0	0	0	0	0	0	0	0	0.066199702	0.021750764
chr11	77686138	77686139	Nufip2	0.007179504	0.006397518	0	0.030166718	0.0137	0	0	0.0493	0.0659	0.0645	0.118677085	0.233988669	0.004762824	0.022736338	0	0
chr11	77777234	77777235	Myo18a	0	0	0.090307479	0.165771177	0	0.0634	0.1633	0.1017	0	0	0.430541487	0.100162456	0	0	0	0
chr11	77893871	77893872	Pipox	0	0.018923877	0	0	0	0.0383	0.1526	0	0	0.1362	0.382161022	0.497116063	0.057056724	0.029856863	0	0
chr11	77929287	77929288	Gm11190	0.036541405	0	0.055141322	0	1	0.8581	0.4982	0.6317	0.605	0	1	1	0	0	0	0
chr11	77982815	77982816	Phf12	0.024112057	0.016207447	0.030378153	0	0.2079	0.1167	0.0759	0	0	0	0.054264071	0	0.000555582	0	0.021562223	0.008479732
chr11	78032312	78032313	Dhrs13	0.024418195	0.153687261	0.007706659	0.196357559	0	0.0533	0.2122	0.0209	0.0908	0.167	0.07674036	0	0	0	0	0.014336483
chr11	78037940	78037941	Flot2	0	0.058263449	0.231135186	0.169051377	0.0767	0.1021	0.1434	0.1693	0.1141	0.0719	0.119934253	0	0	0	0.070851712	0.040041822
chr11	78080382	78080383	Eral1	0.022648	0.061726417	0.134503832	0.044180312	0	0.2477	0	0.0183	0.2689	0.2244	0	0	0.155938299	0.203850368	0.196148515	0.212261368
chr11	78094672	78094673	Fam222b	0.026605515	0.094936253	0	0	0.1521	0.0494	0.2051	0.2543	0	0	0	0	0.004999623	0.019630127	0.074210999	0.205979249
chr11	78165549	78165550	Traf4	0.348790814	0.341888069	0	0	0	0	0	0	0	0.072	0.190688626	0.062640947	0.147672729	0.050178475	0.012474314	0
chr11	78176665	78176666	Nek8	0	0	0.077445907	0.080900383	0	0	0	0.0129	0	0.2066	0.379256096	0.160383189	0.03306538	0.248786664	0.151900814	0.062526809
chr11	78178148	78178149	Tlcd1	0	0.221791645	0.05329086	0	0.3655	0.3072	0.1923	0.211	0.0581	0	0	0.101682937	0	0	0.051130082	0.061254512
chr11	78183583	78183584	Rpl23a	0.005154356	0	0.116393179	0.052779592	0.0932	0.0159	0.0167	0.0806	0	0	0	0	0	0	0	0
chr11	78188426	78188427	Rab34	0.154956506	0.24701214	0	0	0	0	0.1606	0.0681	0.1404	0	0.307550037	0	0	0	0.02896717	0
chr11	78193391	78193392	Proca1	0	0	0.541104413	0	0.1193	0	0	0.0049	0	0	1	1	0	0	0	0
