Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	X739D12_R1	X739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2	MiniXist_R1	MiniXist_p.value1	MiniXist_R2	MiniXist_p.value2	MiniXist_Fishers_p.value	MiniXist_q.vaule	DelB_MiniXist_R1	DelBMiniXist_p.value1	DelB_MiniXist_R2	DelB_MiniXist_p.value2	DelB_MiniXist_Fishers_p.value	DelB_MiniXist_q.vaule	rRS	MiniXist_cRS	DelB_MiniXist_cRS	site	site2	Sig
chr11	80183871	80183872	Rnf135	0	0	0	0	0.0427	0.1552	0	0	0	0	0	0	0.1561	0.1768	0.2226	0.0905	0.082164319	0.141132589	0	0.4932	0	0.4953	0.588580807	0.611534142	0	0.18935	0	81	R	3.98153157196203
chr11	80209054	80209055	Rhot1	0.028304826	0	0	0	0.0622	0.0022	0.137011435	0.060286183	0	0	0	0.00143095	0.0755	0.0318	0.1062	0.0042	0.001325043	0.003780491	0	0.4973	0	0.5022	0.596218651	0.611534142	0.0070762065	0.0837737935	0	81	R	11.342165574392
chr11	80378014	80378015	5730455P16Rik	0.279557773	0	0	0	0	0	0	0	0	0.10809153	0	0	0.5007	0	0	0.5095	0	0	0.1724	0.0171	0	0.507	0.049832751	0.245517459	0.06988944325	0.18046055675	0.01631055675	81	R	14.7560912180669
chr11	80383278	80383279	Zfp207	0.568352317	0.196248337	0	0.132131971	0.2707	0.3605	0	0	0	0	0.858912669	0.785023506	0	0.494	0.0895	1e-04	0.000539229	0.001712645	0	0.4937	0	0.493	0.587327813	0.611534142	0.22418315625	0	0	81	R	12.9522501379805
chr11	80428614	80428615	Psmd11	0.829212178	0.183002584	0.196184038	0.018944996	0.2223	0	0	0.526515386	0.472901868	0.10259663	0.123533942	0	0	0.5075	0	0.5053	0.605418742	0.608316432	0	0.5049	0.1018	0.0087	0.028235066	0.16676852	0.306835949	0	0	81	R	0.27750913734669
chr11	80780024	80780025	Myo1d	0	0	0	0.006301447	0.2911	0.0806	0.123535472	0.06449479	0.068135343	0	0	0	0.2231	6e-04	0.2491	4e-04	3.9e-06	1.74e-05	0.0158	0.3728	0.0075	0.4307	0.454247373	0.611534142	0.00157536175	0.23452463825	0.01007463825	81	R	22.2841165022884
chr11	80810414	80810415	Tmem98	0.054757649	0	0	0.15566896	0.4798	0.761	1	0.704691487	0	0	0	0.029498772	0.3046	0.0389	0.0362	0.4262	0.084547312	0.14424457	0	0.509	0.057	0.3603	0.494449739	0.611534142	0.05260665225	0.11779334775	0	81	R	3.93718193117939
chr11	81968395	81968396	Asic2	0.040795787	0	0	0	0.3291	0	0.365195049	0.495783526	0	0.01845025	0	0	0	0.4996	0.6355	0	0	0	0	0.5003	0.3702	4e-04	0.001904461	0.022898872	0.01019894675	0.30755105325	0.17490105325	82	R	5.48718291408515
chr11	82764320	82764321	Cct6b	0.183511699	0.126623355	0.235059501	0.617898492	0	0	1	0.411761423	0	0	0	0	0	0.4964	0.054	0.3458	0.474157433	0.58402318	0.0106	0.4724	0	0.4987	0.576167619	0.611534142	0.29077326175	0	0	83	R	1.09359813851162
chr11	82764344	82764345	Zfp830	0.026360985	0.081570603	0	0	0.0817	0	0	0	0	0	0	0	0	0.5062	0	0.5039	0.603556748	0.608316432	0.0158	0.4116	0.0703	0.2195	0.307548071	0.611534142	0.026982897	0	0.016067103	83	R	1.01072744852518
chr11	82781108	82781109	Lig3	0	0.007970533	0.027734421	0.0783726	0.0388	0	0.056887116	0	0	0	0.006205459	0	0.0127	0.3807	0.1016	0.0101	0.025227364	0.051682835	0.1366	1e-04	0.1299	3e-04	5.5e-07	1.29e-05	0.0285193885	0.0286306115	0.1047306115	83	R	0.263152905164952
chr11	82871209	82871210	Rffl	0.038181354	0	0	0.00756352	0.1084	0.0693	0.462400264	0	0.405101201	0.465159787	0.014259372	0.04634652	0.097	0.0615	0.2125	4e-04	0.000285674	0.000974766	0	0.4912	0	0.496	0.587668386	0.611534142	0.0114362185	0.1433137815	0	83	R	14.0982731718316
chr11	82890623	82890624	Rad51d	0.073610166	0.106319605	0.102566798	0.468432708	0.0705	0	0	0	0	0.050954199	0.057694946	0	0.2644	2e-04	0.2368	5e-04	1.71e-06	7.68e-06	0.07	0.1748	0	0.4985	0.29977708	0.611534142	0.18773231925	0.06286768075	0	83	R	23.9469951503124
chr11	82908394	82908395	Nle1	0	0	0.037719426	0.109917838	0.1606	0.0285	0	0	0	0	0.009514984	0.007586954	0.1752	0.0088	0.1827	0.0134	0.001184566	0.003428113	0	0.5002	0	0.5033	0.598994405	0.611534142	0.036909316	0.142040684	0	83	R	11.5411224468442
chr11	82911252	82911253	Unc45b	0.383860081	0.175800108	0	0.916590484	0	0	0	0	0	0	0.567159461	0.867220841	0.527	0.012	0	0.5066	0.037100641	0.07164751	0	0.502	0	0.5061	0.60217217	0.611534142	0.36906266825	0	0	83	R	5.36006505716989
chr11	83291698	83291699	AA465934	0.152748315	0.099170561	0.146783376	0.443666332	0.0974	0	0	0	0	0	0	0.049714816	0.2905	0.0033	0.2134	0.0146	0.000527116	0.001692032	6e-04	0.4981	0.2507	0.0149	0.043812822	0.228097684	0.210592146	0.041357854	0	84	R	4.31793319686831
chr11	83298976	83298977	Pex12	0.2591811	0	0	0	0.1964	0	0.051859117	0.39077661	0.328213506	0.097746345	0	0	0	0.503	0.1516	0.235	0.370612259	0.482369048	0.2171	0.0941	0.5423	0.0049	0.004003145	0.040031453	0.064795275	0.011004725	0.314904725	84	R	0.226546132966009
chr11	83302696	83302697	Ap2b1	0	0	0	0	0.0494	0.0889	0.094096818	0.040540552	0	0	0	0	0.0544	0.0528	0.0556	0.0474	0.017494957	0.037357096	0	0.4883	0	0.4938	0.584107299	0.611534142	0	0.055	0	84	R	6.68429451319526
chr11	83473107	83473108	Taf15	0.039104437	0	0	0.056965956	0.0585	0.1601	0	0.038468851	0	0	0	0	0.1377	0	0.0507	0.0509	0	0	0	0.491	0	0.4977	0.588705864	0.611534142	0.02401759825	0.07018240175	0	84	R	42.1389170131285
chr11	83582060	83582061	E230016K23Rik	0.116007636	0	0	0.134085159	0	0	0.776973054	1	0	0	0	0	0	0.5023	0.0561	0.3186	0.453273103	0.567293474	0	0.4949	0	0.497	0.590947574	0.611534142	0.06252319875	0	0	84	R	1.15269701957588
chr11	83753636	83753637	Heatr6	0.089509544	0	0.008054642	0.150754221	0	0	0.142843577	3.62e-05	0.075215343	0	0	0	0.053	0.2079	0	0.4942	0.336539904	0.451401465	0	0.5053	0	0.5066	0.604799459	0.611534142	0.06207960175	0	0	84	R	1.61737139369726
chr11	83850868	83850869	Hnf1b	0.562145897	0.689742412	0	0	0	0.205	0.387003336	1	0.068214928	0.156110217	0.510898236	0.083689341	0.375	0.019	0.3983	0.0283	0.004585618	0.011521081	0	0.4884	0	0.5025	0.590183556	0.611534142	0.31297207725	0.07367792275	0	84	R	9.07628603585761
chr11	83942089	83942090	Ddx52	0.007508703	0	0.145591991	0.162502195	0.1304	0	0	0	0	0	0	0.016701988	0.1136	0.0144	0.0495	0.1925	0.019094052	0.040429754	0.0139	0.3754	0.0586	0.1415	0.209035277	0.610768348	0.07890072225	0.00264927775000001	0	84	R	6.5069879808987
chr11	83964430	83964431	Synrg	0.031929286	0.071700365	0	0	0.1672	0.0277	0	0	0	0	0	0.022731475	0.0253	0.3431	0	0.4999	0.473911664	0.58402318	0	0.5004	0	0.5005	0.597197295	0.611534142	0.02590741275	0	0	84	R	1.09359813851162
chr11	84068356	84068357	Dusp14	0.256160741	0.14635902	0.31257083	0	0	0.0236	0.041159714	0	0	0.10153961	0	0	0.3769	0.0018	0.0837	0.2793	0.00432127	0.010966037	0.1742	0.1077	0.0586	0.3495	0.161091227	0.526544139	0.17877264775	0.05152735225	0	85	R	7.03587576439067
chr11	84129567	84129568	Tada2a	0	0	0.186436568	0.202667187	0.0137	0.0645	0.115274117	0.040723095	0	0	0.070793902	0	0.0392	0.0969	0.023	0.2188	0.102906215	0.169000451	0.0338	0.203	0.0258	0.24	0.195935551	0.582043842	0.09727593875	0	0	85	R	3.28496429087657
chr11	84195437	84195438	Acaca	0.066598626	0.12470788	0.008833603	0.030503216	0.1185	0.1625	0	0	0	0	0	0	0.091	0.0014	0.1596	0	0	0	0	0.4887	0	0.5037	0.591218039	0.611534142	0.05766083125	0.06763916875	0	85	R	42.1389170131285
chr11	84513500	84513501	Aatf	0.026443718	0	0.032099393	0.06306679	0.109	0.1166	0.068408929	0.070364458	0	0	0	0	0.0459	0.1387	0.0462	0.1303	0.090604459	0.152772127	0	0.4967	0	0.4972	0.592339634	0.611534142	0.03040247525	0.01564752475	0	85	R	3.82038853044056
chr11	84819514	84819515	Mrm1	0	0.030976901	0	0	0	0.0572	0	0	0	0	0	0	0	0.4951	0	0.503	0.595234368	0.608316432	0	0.4968	0	0.5007	0.594834476	0.611534142	0.00774422525	0	0	85	R	1.01072744852518
chr11	84829002	84829003	Dhrs11	0	0.004962737	0	0.113288347	0.0433	0	0.225156059	0	0.055610452	0	0	0	0	0.4923	0.3486	0.0308	0.078678575	0.135838224	0	0.4913	0.0335	0.3751	0.495963782	0.611534142	0.029562771	0.144737229	0	85	R	4.05927934203133
chr11	84870737	84870738	Ggnbp2	0	0	0.020746073	0	0.362	0.2547	0.0929821	0.059207009	0	0	0	0.054660625	0.0199	0.3393	0.2199	0	0	0	0.1062	0.0019	0.0766	0.0496	0.000967813	0.013390294	0.00518651825	0.11471348175	0.08621348175	85	R	4.80458715077414
chr11	84880219	84880220	Myo19	0	0	0.269956956	0.052602969	0.1312	0.0704	0.042051897	0	0	0	0	0	0.0993	0.0582	0.1255	0.0231	0.010233446	0.023490411	0	0.5037	0.0271	0.3553	0.486885248	0.611534142	0.08063998125	0.03176001875	0	85	R	7.62765604229038
chr11	84880284	84880285	Pigw	0	0	0.001168748	0.087129539	0	0	0	0	0	0	0	0	0.1838	0.1075	0	0.5067	0.212984157	0.309071837	0.1348	0.1086	0	0.4927	0.210173079	0.610768348	0.02207457175	0.06982542825	0.04532542825	85	R	2.38152570944709
chr11	84916355	84916356	Znhit3	0.046397373	0.032170403	0.132716155	0.092118919	0.1188	0	0	0	0	0	0	0	0.0536	0.2993	0.1174	0.1528	0.186816462	0.276258604	0	0.5022	0.1595	0.0881	0.182197802	0.564477852	0.0758507125	0.00964928750000001	0.0038992875	85	R	2.24955598259406
chr11	84957753	84957754	Car4	0.01065008	0.15172557	0	0	0.0667	0.0627	1	1	0	0	0	0.057043168	0.6756	0	0.5336	0	0	0	0	0.5015	0	0.504	0.600379082	0.611534142	0.0405939125	0.5640060875	0	85	R	42.1389170131285
chr11	85139954	85139955	Usp32	0	0	0.0521086	0	0.0049	0.0561	0.086715737	0.022353378	0	0.004355797	0.169064157	0.10054972	0	0.4939	0.0099	0.3975	0.515939332	0.608316432	0	0.501	0	0.4978	0.595738038	0.611534142	0.01302715	0	0	86	R	1.01072744852518
chr11	85235119	85235120	Appbp2	0	0.020149467	0.328425753	0.178170703	0.2317	0.1804	0	0.013496739	0	0	0.028285698	0.064608252	0	0.4965	0.1175	0.0045	0.015871776	0.034400202	0.0049	0.4381	0.0661	0.0221	0.054582193	0.262514359	0.13168648075	0	0	86	R	2.51949163640832
chr11	85235165	85235166	D630032N06Rik	0	0	0.015520793	0.116480649	0	0.4494	0.266088176	0	0.002392754	0.007461639	0	0.020722928	0	0.4996	0	0.5039	0.598991343	0.608316432	0	0.5046	0.0603	0.2956	0.432971604	0.611534142	0.0330003605	0	0	86	R	1.01072744852518
chr11	85311253	85311254	Ppm1d	0	0.070178635	0	0.015049668	0.1022	0.2446	0.010394349	0	0	0.03183624	0.136673997	0.14135559	0.2012	0.0012	0.1435	0.0159	0.00022642	0.000799595	0.0931	0.0385	0.0814	0.066	0.017723977	0.121776985	0.02130707575	0.15104292425	0.06594292425	86	R	3.3869330631562
chr11	85353163	85353164	Bcas3	0.004766584	0	0	0.0117322	0	0.0028	0.00508365	0.007690735	0	0	0	0	0.0584	0.0383	0.068	0.0183	0.005791566	0.014067778	0	0.5066	0	0.4931	0.596302438	0.611534142	0.004124696	0.059075304	0	86	R	8.67019671333227
chr11	86201192	86201193	Brip1	0.006597885	0	0.128225929	0.088419557	0.0037	0.1464	0	0	0.004254086	0	0.047044958	0	0.1199	0.0076	0.107	0.0129	0.001002962	0.002979388	0.0314	0.2511	0	0.5007	0.386437286	0.611534142	0.05581084275	0.05763915725	0	87	R	11.826393764818
chr11	86257567	86257568	Ints2	0.026726867	0	0	0	0	0.0393	0.31799339	0.507323434	0	0.055390255	0	0.103574644	0.1143	0.0117	0.1037	0.019	0.002092173	0.005695672	0	0.4963	0.0247	0.3395	0.468557139	0.611534142	0.00668171675	0.10231828325	0.00566828325	87	R	10.5087667753007
chr11	86357524	86357525	Med13	0	0	0.010273825	0	0	0	0.039037246	0.007606591	0.074413479	0.05623928	0.155372603	0.157527725	0.0796	0.0066	0	0.5057	0.022370389	0.046585759	0	0.5014	0	0.5043	0.600516623	0.611534142	0.00256845625	0.03723154375	0	87	R	6.23537428015338
chr11	86544806	86544807	Rps6kb1	0	0	0	0.045495623	0.1078	0.1889	0.094916197	0.059871885	0.038286082	0.00917715	0	0.013051251	0.0499	0.0986	0	0.4957	0.196406741	0.288329664	0.0311	0.2091	0	0.5064	0.343646632	0.611534142	0.01137390575	0.01357609425	0.00417609425	87	R	2.52885320127276
chr11	86544990	86544991	Tubd1	0.054486171	0	0.72858316	0.370089509	0.2469	0.1585	0.123059216	0	0	0	0.181507409	0	0	0.5001	0	0.495	0.593164427	0.608316432	0	0.4966	0.3026	0.008	0.025935567	0.158757109	0.28828971	0	0	87	R	0.270085592433611
chr11	86656070	86656071	Mir8115	0.025494791	0.13459155	0	0	0.1529	0.153	0	0	0	0	0.05264556	0.041351764	0.0665	0.0652	0.1143	0.0279	0.013296428	0.029321817	0	0.4927	0	0.5045	0.594583124	0.611534142	0.04002158525	0.05037841475	0	87	R	7.17676841385851
chr11	86683821	86683822	Vmp1	0	0.086071528	0.052828083	0.168975568	0.0922	0.2054	0	0	0	0	0.332326172	0.264408988	0	0.4975	0.1299	0.0035	0.012803676	0.028546827	0	0.4985	0.0633	0.0677	0.148115899	0.49865686	0.07696879475	0	0	87	R	5.11069270374333
chr11	86757491	86757492	Cltc	0	0.009596617	0.017141794	0	0.0829	0.1084	0	0	0.110551436	0.073401819	0.037878213	0.003818496	0.1265	0	0.0399	0.0296	0	0	0.0226	0.0333	0.0162	0.146	0.030757432	0.176505715	0.00668460275	0.07651539725	0.01271539725	87	R	11.948363541728
chr11	86807659	86807660	Dhx40	0	0.013988119	0	0	0.0145	0.2351	0.076965991	0	0	0.158016507	0.108782247	0.141820334	0.0623	0.1191	0.2962	0	0	0	0	0.5043	0.0798	0.0937	0.191480181	0.574337867	0.00349702975	0.17575297025	0.03640297025	87	R	37.3703640290502
chr11	86993761	86993762	Ypel2	0	0.032711582	0	0	0.1556	0.3557	0.214694679	0.396389527	0	0.013807268	0.180440386	0.216012353	0.1166	0.0185	0.3442	0	0	0	0	0.4889	0.015	0.3726	0.492361823	0.611534142	0.0081778955	0.2222221045	0	87	R	42.1389170131285
chr11	87074136	87074137	Gdpd1	0.227735712	0	0	0.075493427	0.3794	0.7729	0.012699975	0	0.044897644	0.158610977	0	0	0.0186	0.4651	0.263	0.0852	0.167551098	0.251825311	0	0.4938	0	0.4943	0.588303606	0.611534142	0.07580728475	0.06499271525	0	88	R	2.80411372178224
chr11	87086776	87086777	Smg8	0	0	0.223654754	0.079362619	0	0.1331	0.008363351	0.201274613	0	0.074039093	0.009424255	0	0.062	0.2439	0.0291	0.391	0.319476677	0.43545404	0	0.4929	0	0.4938	0.5873277	0.611534142	0.07575434325	0	0	88	R	1.69050882196132
chr11	87108713	87108714	Prr11	0.040909503	0.022848867	0	0.071830967	0.2359	0.3264	0.10559087	0.010398414	0	0	0.045514055	0	0.0827	0.1746	0.1068	0.1287	0.107760424	0.174699884	0.182	0.0058	0.1054	0.0834	0.004176441	0.041354951	0.03389733425	0.06085266575	0.10980266575	88	R	0.547685185247876
chr11	87358993	87358994	Ppm1e	0.017988248	0	0	0	0.7938	0.1152	0	0.744142764	0.119563303	0.10607285	0	0	0.4027	3e-04	0.907	0	0	0	0.0573	0.2939	0.5091	0	0	0	0.004497062	0.650352938	0.278702938	88	R	1
chr11	87404953	87404954	Rad51c	0	0	0	0	0.4506	0.3837	0	0.409696902	0	0	0	0.320464636	0.3245	0	0	0.5087	0	0	0	0.5048	0	0.4953	0.596611629	0.611534142	0	0.16225	0	88	R	42.1389170131285
chr11	87405064	87405065	Tex14	0.029202361	0	0	0	0.2868	0.6268	0.138817616	0	0	0.07467711	0	0	0.2838	0	0.3926	0	0	0	0.0537	0.2418	0.0893	0.1296	0.139856615	0.49865686	0.00730059025	0.33089940975	0.06419940975	88	R	29.7817788656215
chr11	87578388	87578389	Sept4	0.281519681	0.052885342	0.195290986	0	0.6857	0.8246	0.692854065	0	0	0	0	0.400587822	1	0	0.7315	4e-04	0	0	0.8638	0	0.3531	0.0545	0	0	0.13242400225	0.73332599775	0.47602599775	88	R	1
chr11	87592216	87592217	Mtmr4	0	0	0.12046987	0.019487296	0.136	0.2965	0.144310567	0.310340361	0	0	0.017103707	0.086036602	0.1893	0	0.1406	0.0046	0	0	0	0.4944	0	0.4936	0.588233794	0.611534142	0.0349892915	0.1299607085	0	88	R	42.1389170131285
chr11	87617163	87617164	Hsf5	0	0.058376936	0.733827092	0.344637575	0.6943	0.6572	0	0.024542453	0.100729471	0.087092879	0.01731405	0.20772723	0.8952	0	0.1916	0.1232	0	0	0	0.5019	0	0.503	0.599965892	0.611534142	0.28421040075	0.25918959925	0	88	R	42.1389170131285
chr11	87663086	87663087	Rnf43	0.002757189	0	0	0.014372466	0.431	0.2729	0.048069366	0	0	0	0	0	0.6843	1e-04	0.4347	0.0037	5.85e-06	2.57e-05	0	0.4946	0	0.5013	0.593713469	0.611534142	0.00428241375	0.55521758625	0	88	R	21.4910816805606
chr11	87737564	87737565	Supt4a	0.051277172	0	0	0	0	0.2057	0.665955312	0.208923789	0.088934758	0.312948628	0	0	0	0.492	0	0.492	0.585444644	0.608316432	0	0.4957	0.022	0.4146	0.530691797	0.611534142	0.012819293	0	0	88	R	1.01072744852518
chr11	87760540	87760541	Bzrap1	0.256643278	0.291250186	0.239196833	0.228380369	0.2853	0.2807	1	1	0	0	0.066912269	0.135508765	0.663	0	0.0975	0.2382	0	0	0.0487	0.3786	0	0.4997	0.504186047	0.611534142	0.2538676665	0.1263823335	0	88	R	42.1389170131285
chr11	87853224	87853225	Mks1	0.100975165	0	0	0	0.47	0.1596	0	0	0.123659973	0.14303846	0.097326792	0.177707788	0.438	0	0.1451	0.0667	0	0	0	0.493	0	0.5019	0.593006916	0.611534142	0.02524379125	0.26630620875	0	88	R	42.1389170131285
chr11	87998297	87998298	Dynll2	0	0	0	0	0.1266	0.1562	0.563459288	0.100206945	0.122473538	0.106023991	0.085084458	0.10843399	0.2935	0	0.0962	0.1281	0	0	0.1464	0.0111	0.1212	0.0534	0.004997246	0.047170262	0	0.19485	0.1338	88	R	6.78563287318553
chr11	88047372	88047373	Srsf1	0.097526955	0.067459731	0.202858005	0.084912407	0.0813	0.1465	0.281724505	0.1853398	0	0	0	0	0.0107	0.2868	0.0386	0.0274	0.045941172	0.086246439	0.0065	0.3642	0.0665	0.0083	0.020560139	0.132265863	0.1131892745	0	0	89	R	1.21137798054901
chr11	88068278	88068279	Vezf1	0	0.072257682	0.223814234	0.291627318	0.0152	0.3041	0	0.004691651	0	0	0	0.079601975	0.1337	0.0254	0.1953	0.0039	0.001012372	0.002998521	0.0165	0.3957	0	0.5044	0.521229033	0.611534142	0.1469248085	0.0175751915	0	89	R	11.8133773830777
chr11	88099145	88099146	Cuedc1	0	0.041616776	0	0.155368659	0.6957	0.4999	0.047121307	0.003196225	0	0	0.099673465	0.028161502	0.194	0.0095	0.1446	0.0561	0.004549838	0.011459693	0	0.4969	0.0052	0.4557	0.562761766	0.611534142	0.04924635875	0.12005364125	0	89	R	9.08714966659671
chr11	88194105	88194106	Mrps23	0	0	0.019383797	0.020503454	0.1399	0	0	0	0.227786636	0.163411551	0.172125283	0	0	0.511	0.143	0.0701	0.155077357	0.23731535	0	0.5014	0	0.4956	0.594481063	0.611534142	0.00997181275	0.06152818725	0	89	R	2.9247881031532
chr11	88718266	88718267	Msi2	0.110674626	0.126772923	0	0	0.2916	0.3711	0.022006584	0.03415216	0	0	0.022418999	0.064809833	0.2529	0	0.2202	0	0	0	0	0.4953	0	0.5029	0.595305359	0.611534142	0.05936188725	0.17718811275	0	89	R	42.1389170131285
chr11	88718642	88718643	C030037D09Rik	0	0	0	0	0.0966	0.1772	0	0	0.056492999	0.404704876	0	0	0.3395	0.0191	0.4948	0.0071	0.001343316	0.003811092	0	0.5011	0.2485	0.0381	0.094667056	0.385539221	0	0.41715	0.12425	89	R	5.84384334779092
chr11	88864585	88864586	Akap1	0.031353784	0	0.143219143	0.097921874	0.1183	0.2015	0.411151547	0.384453786	0	0	0	0	0.1338	0	0.2108	0	0	0	0	0.4907	0	0.498	0.588702905	0.611534142	0.06812370025	0.10417629975	0	89	R	42.1389170131285
chr11	88955441	88955442	Scpep1	0	0	0	0.008758327	0.1021	0.1944	0.222615128	0.177024351	0.107117042	0.122807366	0.008382082	0	0.1506	0	0.1195	4e-04	0	0	0	0.5026	0	0.5023	0.599966277	0.611534142	0.00218958175	0.13286041825	0	89	R	42.1389170131285
chr11	88972637	88972638	2210409E12Rik	0.274975359	0.186502639	0.240181201	0.005207419	0.3514	0	0	0	0	0	0.081044233	0	0.5236	0	0.992	0	0	0	0	0.5042	0	0.5008	0.600031492	0.611534142	0.1767166545	0.5810833455	0	89	R	42.1389170131285
chr11	88973934	88973935	Coil	0.064098311	0	0	0	0.0719	0.1259	0.401425986	0.564563181	0	0	0	0	0.1468	0.0045	0.0891	0.0711	0.002894698	0.007593884	0	0.5042	0.1996	5e-04	0.002340921	0.02686739	0.01602457775	0.10192542225	0.08377542225	89	R	1.34935726172728
chr11	88999402	88999403	Trim25	0.102636306	0	0.167327128	0.157303465	0.2911	0.2134	0.381075513	0.147538394	0.004507802	0	0.057059185	0.071627694	0.1431	3e-04	0.1499	2e-04	1.06e-06	4.83e-06	0.0354	0.1889	0.0019	0.4841	0.310186612	0.611534142	0.10681672475	0.03968327525	0	89	R	24.8898802358022
chr11	89060747	89060748	Dgke	0	0	0.013549879	0	0.2254	0.0848	0.062587678	0.206556538	0	0	0.03982421	0.012969499	0.0634	0.0757	0.0154	0.3747	0.129417381	0.204236804	0	0.4928	0	0.5052	0.595133238	0.611534142	0.00338746975	0.03601253025	0	90	R	3.23002286561459
chr11	90002893	90002894	Pctp	0.017501319	0	0.393280714	0.423348948	0.0039	0.0638	0	0.199428529	0.094144015	0.123434696	0.10990613	0.010920386	0.2196	0.009	0.123	0.0791	0.005871447	0.01418699	0	0.5015	0	0.4962	0.594968774	0.611534142	0.20853274525	0	0	91	R	8.65303795165768
chr11	90249475	90249476	Mmd	0.099606163	0.031548894	0	0	0.0117	0	0.219749854	0.337829625	0.056552013	0	0	0.00094236	0.1392	0.136	0	0.5091	0.254116616	0.359464681	0	0.4962	0	0.4981	0.592616436	0.611534142	0.03278876425	0.03681123575	0	91	R	2.08046282110409
chr11	90638107	90638108	Stxbp4	0	0	0	0	0	0	0.050921401	0	0	0	0	0.037234244	0.009	0.4369	0	0.5032	0.552878022	0.608316432	0.0194	0.3667	0.0741	0.0991	0.156801049	0.519242817	0	0.0045	0.04675	91	R	0.758426129566882
chr11	90638183	90638184	Cox11	0.029477302	0	0	0	0	0.0042	0.205608637	0.054126354	0.007470569	0	0.007358355	0.050424007	0	0.4951	0	0.4966	0.590809205	0.608316432	0.1092	0.0316	0.0615	0.2083	0.039647535	0.21187307	0.0073693255	0	0.0779806745	91	R	0.320318574502906
chr11	90687600	90687601	Tom1l1	0	0	0	0	0.1484	0.1725	0	0	0	0.017313736	0.109620519	0.085606226	0	0.5056	0.1975	0.0076	0.025213405	0.051682835	0	0.5001	0	0.5042	0.599545483	0.611534142	0	0.09875	0	91	R	6.02424354893935
chr11	93885765	93885766	Utp18	0.065050967	0.029949344	0.049624422	0.190476556	0.1281	0.1776	0.056121481	0	0	0	0	0	0	0.4963	0.0465	0.1577	0.277661048	0.386810563	0	0.501	0	0.5042	0.600170261	0.611534142	0.08377532225	0	0	94	R	1.93137486581039
chr11	93886218	93886219	Mbtd1	0	0	0	0	0.1461	0.2145	0.05410807	0.154153848	0	0	0	0.029986806	0.1693	0	0.2065	0	0	0	0	0.5104	0	0.5074	0.608859023	0.611534142	0	0.1879	0	94	R	42.1389170131285
chr11	93956255	93956256	Nme2	0.004824219	0	0.001156001	0	0.0576	0	0	0	0	0	0	0	0.1406	0	0.2008	0	0	0	0	0.4969	0.0562	0.0955	0.192093377	0.574337867	0.001495055	0.169204945	0.026604945	94	R	37.3703640290502
chr11	93968520	93968521	Nme1	0	0	0.100876433	0.066259742	0.1216	0.108	0	0.04836658	0.178247789	0.120843941	0.051971778	0.041417225	0.0449	0.1365	0.1012	0.0033	0.003921286	0.01000126	0	0.5044	0	0.5079	0.605071609	0.611534142	0.04178404375	0.03126595625	0	94	R	9.36394738373176
chr11	93996090	93996091	Spag9	0.019729953	0	0	0	0.0099	0.094	0	0	0	0	0.065620768	0.096453056	0.0754	0.0222	0.0838	0.0116	0.002385772	0.00639159	0.0275	0.1903	0	0.5019	0.319821245	0.611534142	0.00493248825	0.07466751175	0.00881751175	94	R	10.2743623590616
chr11	94211453	94211454	Tob1	0	0.152320091	0.089852929	0	0	0.0303	0	0.092106112	0	0.053509381	0.057040989	0.05360688	0.1836	0.0224	0.1445	0.0795	0.013054497	0.028914566	0	0.499	0	0.4986	0.5949091	0.611534142	0.060543255	0.103506745	0	95	R	7.20520844043426
chr11	94321910	94321911	Luc7l3	0.033563967	0	0	0	0.1295	0.0592	0.041389841	0.090772536	0.061403766	0.026096242	0	0	0.0036	0.4558	0	0.5013	0.565805044	0.608316432	0	0.5023	0.0165	0.335	0.468159236	0.611534142	0.00839099175	0	0	95	R	1.01072744852518
chr11	94328000	94328001	Ankrd40	0.217984582	0.197824958	0	0.007127558	0.112	0.2022	1	1	0.141269585	0.628448557	0	0.16943373	0.0892	0.1255	0.1114	0.0673	0.048768446	0.090544358	0	0.5001	0	0.4995	0.596296182	0.611534142	0.1057342745	0	0	95	R	4.88408121782753
chr11	94392975	94392976	Abcc3	0	0	0	0	0	1	1	1	0.591407459	0.356874517	0	0	0.5805	0.0013	0.4092	0.0473	0.000657736	0.002063085	0	0.5025	0	0.4931	0.593489968	0.611534142	0	0.49485	0	95	R	12.5737034764756
chr11	94474197	94474198	Cacna1g	0.256488577	0.351332476	0	0	0	0.1914	0.004975778	0.062362265	0.395031199	0.347919396	0	0	0.7835	0	0.6591	1e-04	0	0	0	0.4949	0.2389	0.0676	0.147120985	0.49865686	0.15195526325	0.56934473675	0	95	R	29.7817788656215
chr11	94549206	94549207	Rsad1	0.250356244	0.231007061	0	0	0	0	0	0.957423608	0.048465008	0	0	0	0	0.4988	0	0.5077	0.601045323	0.608316432	0	0.4965	0	0.4943	0.590182081	0.611534142	0.12034082625	0	0	95	R	1.01072744852518
